"Nombre Operador","Cédula","Código Ruta","Descripción Ruta","Código Ramal","Descripción Ramal","Mes","Año","pasajeroEquivalente","pasajerosTotal","Pasajeros Adulto Mayor","Pasajeros Regulares","Carreras","Ingresos"
"EMPRESARIOS GUAPILEÑOS, S.A.","3-101-089828","735","SAN JOSE - GUAPILES Y RAMALES","R1218","SAN JOSE-GUAPILES-POCORA","1","2021","","","245","7539","174","14135625"
"EMPRESARIOS GUAPILEÑOS, S.A.","3-101-089828","735","SAN JOSE - GUAPILES Y RAMALES","R1219","SAN JOSE-CARIARI","1","2021","","","226","9204","232","17257500"
"EMPRESARIOS UNIDOS DE PUNTARENAS, S.A.","3-101-032677","204-600","SAN JOSE-SAN RAMON-ESPARZA-PUNTARENAS","R0513","SAN JOSE-SAN RAMON","1","2021","","","157","3173","67.5","5111550"
"EMPRESARIOS UNIDOS DE PUNTARENAS, S.A.","3-101-032677","204-600","SAN JOSE-SAN RAMON-ESPARZA-PUNTARENAS","R0514","SAN JOSE-PUNTARENAS","1","2021","","","1594","23945","294","59516880"
"EMPRESARIOS UNIDOS DE PUNTARENAS, S.A.","3-101-032677","204-600","SAN JOSE-SAN RAMON-ESPARZA-PUNTARENAS","R1998","SAN JOSE-SAN RAMON (SERVICIO DIRECTO)","1","2021","","","1480","29500","427","47554300"
"EMPRESARIOS UNIDOS DE PUNTARENAS, S.A.","3-101-032677","204-600","SAN JOSE-SAN RAMON-ESPARZA-PUNTARENAS","R1999","SAN JOSE-PUNTARENAS (SERVICIO DIRECTO)","1","2021","","","3788","47825","503.5","148387375"
"EMPRESARIOS UNIDOS DEL NORTE, S.A.","3-102-082033","234","CIUDAD QUESADA-GUATUSO-EL VALLE-UPALA CON EXT. A LA FORTUNA Y CIUDAD QUESADA-LA TIGRA-VENADO Y VICEVERSA","R0649","CIUDAD QUESADA-GUATUSO-EL VALLE-UPALA CON EXT. A LA FORTUNA","1","2021","","","1315","10862","248","23570540"
"EMPRESARIOS UNIDOS DEL NORTE, S.A.","3-102-082033","234","CIUDAD QUESADA-GUATUSO-EL VALLE-UPALA CON EXT. A LA FORTUNA Y CIUDAD QUESADA-LA TIGRA-VENADO Y VICEVERSA","R2218","CIUDAD QUESADA-LA TIGRA-VENADO Y VICEVERSA","1","2021","","","295","1305","25","2238075"
"EMPRESARIOS UNIDOS DEL NORTE, S.A.","3-102-082033","234","CIUDAD QUESADA-GUATUSO-EL VALLE-UPALA CON EXT. A LA FORTUNA Y CIUDAD QUESADA-LA TIGRA-VENADO Y VICEVERSA","R2219","LA FORTUNA-GUATUSO-EL VALLE-UPALA ","1","2021","","","184","769","25","1645660"
"ESCALAMON, S.A.","3-101-174309","125","SAN JOSE-FRAILES-BUSTAMANTE","R0314","SAN JOSE-BUSTAMANTE","1","2021","","","1426","23695","338","21507985"
"ESCALAMON, S.A.","3-101-174309","125","SAN JOSE-FRAILES-BUSTAMANTE","R0321","SAN JOSE-CORRALILLO","1","2021","","","244","3299","62","2864860"
"FLOR DE POLANCO, S.A.","3-101-229880","513","LIBERIA-SARDINAL-ARTOLA-COLON","R1421","LIBERIA-COLON","1","2021","","","62","3013","123","2235980"
"GAFESO, S.A.","3-101-080526","607","SAN ISIDRO DE EL GENERAL-BUENOS AIRES DE PUNTARENAS Y RAMALES","R0465","SAN ISIDRO DE EL GENERAL-SAN FRANCISCO Y VICEVERSA","1","2021","","","85","623","25","813735"
"GAFESO, S.A.","3-101-080526","607","SAN ISIDRO DE EL GENERAL-BUENOS AIRES DE PUNTARENAS Y RAMALES","R0466","SAN ISIDRO DE EL GENERAL-SAN PEDRITO Y VICEVERSA","1","2021","","","84","823","25","1061090"
"GAFESO, S.A.","3-101-080526","607","SAN ISIDRO DE EL GENERAL-BUENOS AIRES DE PUNTARENAS Y RAMALES","R0467","SAN ISIDRO DE EL GENERAL-SANTA TERESA Y VICEVERSA","1","2021","","","83","1485","25","1423110"
"GAFESO, S.A.","3-101-080526","607","SAN ISIDRO DE EL GENERAL-BUENOS AIRES DE PUNTARENAS Y RAMALES","R0468","BUENOS AIRES-BOLAS DE KRUGRA Y VICEVERSA","1","2021","","","73","1280","25","1842000"
"GAFESO, S.A.","3-101-080526","607","SAN ISIDRO DE EL GENERAL-BUENOS AIRES DE PUNTARENAS Y RAMALES","R0469","SAN ISIDRO DE EL GENERAL-BUENOS AIRES Y VICEVERSA ","1","2021","","","652","8745","211","15267085"
"GAFESO, S.A.","3-101-080526","607","SAN ISIDRO DE EL GENERAL-BUENOS AIRES DE PUNTARENAS Y RAMALES","R0476","BUENOS AIRES-LOMAS-SANTA CRUZ Y VICEVERSA (URBANO DE BUENOS AIRES)","1","2021","","","173","4082","341","1408750"
"GAFESO, S.A.","3-101-080526","669","BUENOS AIRES-BRUJO-TERRABA-SAN ANTONIO-BELLA VISTA-BORUCA-CHAMBA-OJO DE AGUA-MAIZ-COLINAS Y VICEVERSA","R1688","BUENOS AIRES-COLINAS Y VICEVERSA","1","2021","","","70","525","31","1728940"
"GAFESO, S.A.","3-101-080526","669","BUENOS AIRES-BRUJO-TERRABA-SAN ANTONIO-BELLA VISTA-BORUCA-CHAMBA-OJO DE AGUA-MAIZ-COLINAS Y VICEVERSA","R1689","BUENOS AIRES-CEIBÓN Y VICEVERSA","1","2021","","","64","331","31","746955"
"GAFESO, S.A.","3-101-080526","669","BUENOS AIRES-BRUJO-TERRABA-SAN ANTONIO-BELLA VISTA-BORUCA-CHAMBA-OJO DE AGUA-MAIZ-COLINAS Y VICEVERSA","R1690","BUENOS AIRES-TERRABA Y VICEVERSA","1","2021","","","20","247","9","268980"
"GAFESO, S.A.","3-101-080526","669","BUENOS AIRES-BRUJO-TERRABA-SAN ANTONIO-BELLA VISTA-BORUCA-CHAMBA-OJO DE AGUA-MAIZ-COLINAS Y VICEVERSA","R1694","BUENOS AIRES-BORUCA Y VICEVERSA","1","2021","","","71","395","31","740675"
"GAFESO, S.A.","3-101-080526","669","BUENOS AIRES-BRUJO-TERRABA-SAN ANTONIO-BELLA VISTA-BORUCA-CHAMBA-OJO DE AGUA-MAIZ-COLINAS Y VICEVERSA","R1695","BUENOS AIRES-BELLA VISTA Y VICEVERSA","1","2021","","","23","287","9","491300"
"GEMON DE CARTAGO, S.A.","3-101-152396","342","CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ","R1102","CARTAGO-SANTA CRUZ DE TURRIALBA","1","2021","","","982","6006","168.5","4161120"
"GEMON DE CARTAGO, S.A.","3-101-152396","342","CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ","R1103","CARTAGO-COLIBLANCO","1","2021","","","895","7384","194","5003740"
"GEMON DE CARTAGO, S.A.","3-101-152396","342","CARTAGO-PACAYAS-LA PASTORA-SANTA CRUZ","R1105","CARTAGO-PACAYAS","1","2021","","","1595","14208","293","8081880"
"GRUPO ACUZA BARVEÑA, LIMITADA","3-102-068391","425","HEREDIA-GUARARI-LA MILPA-BERNARDO BENAVIDES-MIRAFLORES","R1242","HEREDIA-GUARARI POR EL GUAYABAL","1","2021","","","5001","81514","1843","16710370"
"GRUPO ACUZA BARVEÑA, LIMITADA","3-102-068391","425","HEREDIA-GUARARI-LA MILPA-BERNARDO BENAVIDES-MIRAFLORES","R1243","HEREDIA – UNA – CLÍNICA DE HEREDIA – BERNARDO BENAVIDES – URBANIZACIÓN MARÍA CRISTINA – URBANIZACIÓN LA NIDIA (PERIFÉRICA)","1","2021","","","1122","4699","300","963295"
"GRUPO ACUZA BARVEÑA, LIMITADA","3-102-068391","425","HEREDIA-GUARARI-LA MILPA-BERNARDO BENAVIDES-MIRAFLORES","R1244","HEREDIA-LA ESPERANZA-MIRAFLORES","1","2021","","","1013","3282","339","672810"
"GRUPO ACUZA BARVEÑA, LIMITADA","3-102-068391","425","HEREDIA-GUARARI-LA MILPA-BERNARDO BENAVIDES-MIRAFLORES","R2036","URBANIZACIÓN LA NIDIA – URBANIZACIÓN MARIA CRISTINA – MERCADO FLORENCE – UNA – CLÍNICA DE HEREDIA – HOSPITAL NUEVO (PERIFÉRICA)","1","2021","","","1047","4780","302","979900"
"GRUPO ACUZA BARVEÑA, LIMITADA","3-102-068391","425","HEREDIA-GUARARI-LA MILPA-BERNARDO BENAVIDES-MIRAFLORES","R2190","HEREDIA – GUARARÍ – LA MILPA POR LA ESCUELA DEL SUR Y HOSPITAL NUEVO","1","2021","","","1713","25744","667","5277520"
"GRUPO ACUZA BARVEÑA, LIMITADA","3-102-068391","425","HEREDIA-GUARARI-LA MILPA-BERNARDO BENAVIDES-MIRAFLORES","R2191","HEREDIA – LA MILPA","1","2021","","","6073","115053","70364","23579510"
"GRUPO EMPRESARIAL EL MOLINO DEL SUR, S.A.","3-101-596470","321","CARTAGO-RESIDENCIAL LOS MOLINOS","R1058","CARTAGO-RESIDENCIAL LOS MOLINOS ","1","2021","","","357","1450","430","449500"
"GUADALUPE, LIMITADA","3-102-005183","08","SAN JOSE-RUTA PERIFERICA","R0022","SAN JOSE-RUTA PERIFERICA (LADO 1)","1","2021","","","408","4832","177","1715360"
"GUADALUPE, LIMITADA","3-102-005183","08","SAN JOSE-RUTA PERIFERICA","R2290","SAN JOSE-RUTA PERIFERICA (LADO 2)","1","2021","","","453","4272","165.5","1516560"
"GUADALUPE, LIMITADA","3-102-005183","30","SAN JOSE - GUADALUPE - RAMALES Y VICEVERSA","R0131","SAN JOSE-GUADALUPE-EL ALTO-HELICONIAS","1","2021","","","6299","77973","1556","26900685"
"GUADALUPE, LIMITADA","3-102-005183","30","SAN JOSE - GUADALUPE - RAMALES Y VICEVERSA","R0132","SAN JOSE-GUADALUPE-Bº EL CARMEN","1","2021","","","10550","128160","2222.5","44215200"
"GUADALUPE, LIMITADA","3-102-005183","30","SAN JOSE - GUADALUPE - RAMALES Y VICEVERSA","R0133","SAN JOSE-GUADALUPE-Bº EL PILAR","1","2021","","","2997","36175","1071.5","12480375"
"GUADALUPE, LIMITADA","3-102-005183","30","SAN JOSE - GUADALUPE - RAMALES Y VICEVERSA","R0134","SAN JOSE-GUADALUPE-SAN ANTONIO","1","2021","","","2426","23132","1011.5","7980540"
"GUADALUPE, LIMITADA","3-102-005183","30","SAN JOSE - GUADALUPE - RAMALES Y VICEVERSA","R0135","SAN JOSE-GUADALUPE-PURRAL-LOS CUADROS","1","2021","","","20928","329543","4497.5","113692335"
"GUADALUPE, LIMITADA","3-102-005183","30","SAN JOSE - GUADALUPE - RAMALES Y VICEVERSA","R0136","SAN JOSE-GUADALUPE-PURRAL-KURU","1","2021","","","6064","69679","1714","24039255"
"GUADALUPE, LIMITADA","3-102-005183","30","SAN JOSE - GUADALUPE - RAMALES Y VICEVERSA","R0137","SAN JOSE-GUADALUPE-MOZOTAL","1","2021","","","8572","96822","2086","33403590"
"GUADALUPE, LIMITADA","3-102-005183","I-2","GUADALUPE - MORAVIA - LA VALENCIA","R0007","GUADALUPE - MORAVIA - LA VALENCIA","1","2021","","","281","4741","141","1659350"
"GUADALUPE, LIMITADA","3-102-005183","I-4","URUCA - GUADALUPE","R0003","URUCA - GUADALUPE ","1","2021","","","743","7889","151","3037265"
"HENRY SUAREZ SANCHEZ","02-0427-0279","1246","SAN RAMON-CALLE ANGELES-SAN JUAN","R0925","SAN RAMON-CALLE ANGELES-SAN JUAN","1","2021","","","1377","13880","656","2914800"
"HERMANOS MENDEZ CASTRO, S.A.","3-101-315675","1508","SAN JOSE-UPALA POR GUATUSO","R1328","SAN JOSE-UPALA POR GUATUSO","1","2021","","","77","1614","31","8126490"
"HERMANOS MENDEZ CASTRO, S.A.","3-101-315675","215","PITAL-BOCA TAPADA-COOPEISABEL Y VICEVERSA","R0582","PITAL-CRUCE LOS ÁNGELES-LA LEGUA-CRUCE EL PALMAR-EL SAINO-BOCA TAPADA-BOCA DEL RIO SAN CARLOS","1","2021","","","49","959","31","421785"
"HERMANOS MENDEZ CASTRO, S.A.","3-101-315675","215","PITAL-BOCA TAPADA-COOPEISABEL Y VICEVERSA","R0583","PITAL-CRUCE LOS ÁNGELES-LA LEGUA-CRUCE EL PALMAR-EL SAINO","1","2021","","","98","1882","25","705780"
"HERMANOS MENDEZ CASTRO, S.A.","3-101-315675","215","PITAL-BOCA TAPADA-COOPEISABEL Y VICEVERSA","R2222","PITAL– LOS ANGELES– COOPEISABEL– SAN ELENA-PIEDRA ALEGRE ","1","2021","","","65","1251","31","636885"
"HERMANOS MOXGLAM, S.A.","3-101-502742","683","BUENOS AIRES-EL CEIBO-SANTA MARTA-EL SOCORRO-SAN RAFAEL-GUADALAJARA-SANTA ROSA","R0480","BUENOS AIRES-SANTA ROSA","1","2021","","","364","4345","50","3509345"
"HERMANOS MOXGLAM, S.A.","3-101-502742","683","BUENOS AIRES-EL CEIBO-SANTA MARTA-EL SOCORRO-SAN RAFAEL-GUADALAJARA-SANTA ROSA","R2104","BUENOS AIRES-YERI","1","2021","","","68","818","25","600300"
"HERMANOS MOXGLAM, S.A.","3-101-502742","683","BUENOS AIRES-EL CEIBO-SANTA MARTA-EL SOCORRO-SAN RAFAEL-GUADALAJARA-SANTA ROSA","R2105","BUENOS AIRES-SANTA MARTA (PERIFERICA)","1","2021","","","69","929","50","709035"
"HERMANOS MOXGLAM, S.A.","3-101-502742","683","BUENOS AIRES-EL CEIBO-SANTA MARTA-EL SOCORRO-SAN RAFAEL-GUADALAJARA-SANTA ROSA","R2106","BUENOS AIRES-UJARRÁS","1","2021","","","210","2682","75","2592000"
"HERMES GODINEZ VARGAS ","01-0561-0987","170","SAN IGNACIO DE ACOSTA-TERUEL","R0312","ACOSTA-TERUEL","1","2021","","","130","1454","52","884595"
"HERMES GODINEZ VARGAS ","01-0561-0987","634","PARRITA-BIJAGUAL","R0313","PARRITA-BIJAGUAL","1","2021","","","37","400","22","177650"
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0366","SAN ISIDRO-SAVEGRE","1","2021","","","","","",""
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0367","SAN ISIDRO-SAN CAYETANO","1","2021","","","482","6121","124","5845555"
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0369","SAN ISIDRO-CEMENTERIO","1","2021","","","","","",""
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0370","SAN ISIDRO-LA PIEDRA","1","2021","","","211","2686","31","3317210"
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0371","SAN ISIDRO DE EL GRAL-LOS ANGELES DE PARAMO","1","2021","","","22","370","12","643800"
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0372","SAN ISIDRO DE EL GENERAL-SINAÍ-UNIVERSIDAD-LA BONI","1","2021","","","629","8032","292","3935680"
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0373","SAN ISIDRO DE EL GRAL-SAN RAMON NORTE","1","2021","","","463","6041","168","5406695"
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0374","SAN ISIDRO-PUEBLO NUEVO","1","2021","","","351","4164","124","2810700"
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0375","SAN ISIDRO DE EL GRAL-SAN GERARDO","1","2021","","","184","2540","193","3073400"
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0376","SAN ISIDRO-BARRIO LA LUCHA","1","2021","","","304","3660","168","1317600"
"HERNANDEZ SOLIS, S.A.","3-101-055731","134","SAN ISIDRO DE EL GENERAL-BARRIO LA LUCHA-UNIVERSIDAD-LA BONITA-RIVAS-CHIMIROL-SAN GERARDO-SAN RAMÓN SUR-SAN RAMÓN NORTE-LOS ÁNGELES-PUEBLO NUEVO-LA PIEDRA-CALLE MORA-SAN CAYETANO-SAVEGRE Y VICEVERSA","R0377","SAN ISIDRO-MIRAVALLES","1","2021","","","60","849","42","547605"
"INMOBILIARIA HRC, S.A. ","3-101-063026","210","SAN JOSE-SAN MATEO-LABRADOR-OROTINA Y VICEVERSA","R0577","SAN JOSE-OROTINA-LABRADOR","1","2021","","","49","341","31","357590"
"INMOBILIARIA HRC, S.A. ","3-101-063026","210","SAN JOSE-SAN MATEO-LABRADOR-OROTINA Y VICEVERSA","R0578","SAN JOSE-SAN MATEO-OROTINA (SERVICIO REGULAR)","1","2021","","","1138","11137","131.5","11904740"
"INMOBILIARIA HRC, S.A. ","3-101-063026","210","SAN JOSE-SAN MATEO-LABRADOR-OROTINA Y VICEVERSA","R0579","SAN JOSE-OROTINA (SERVICIO DIRECTO)","1","2021","","","543","10552","133","13559900"
"INMOBILIARIA HRC, S.A. ","3-101-063026","210","SAN JOSE-SAN MATEO-LABRADOR-OROTINA Y VICEVERSA","R2192","","1","2021","","","322","2896","47.5","3492850"
"INVERSIONES SHINJI JAPONES, S.A.","3-101-315162","694 MB","PUNTARENAS-CALLE EL ARREO","R1716","PUNTARENAS-CALLE EL ARREO","1","2021","","","1035","9560","498","3776200"
"IVAN ALPIZAR RODRIGUEZ","02-0392-0481","247","ATENAS-RÍO GRANDE-BALSA-LA PRESA Y VICEVERSA","R0719","ATENAS-BALSA","1","2021","","","492","5112","155","2453760"
"JOALPA, S.A.","3-101-044129","628","NANCES-MARAÑONAL-ESPARZA-PUNTARENAS (BUSETAS)","R1591","PUNTARENAS-ESPARZA","1","2021","","","818","7460","95","3080980"
"JOALPA, S.A.","3-101-044129","628","NANCES-MARAÑONAL-ESPARZA-PUNTARENAS (BUSETAS)","R1592","NANCES-MARAÑONAL-ESPARZA-PUNTARENAS","1","2021","","","12184","113170","1581","54321600"
"JOALPA, S.A.","3-101-044129","682","ESPARZA-PEÑAS BLANCAS","R1473","ESPARZA-PEÑAS BLANCAS","1","2021","","","159","897","60","269100"
"JOALPA, S.A.","3-101-044129","PERMISO","SAN RAFAEL DE GUATUSO-EL VALLE-LAS LETRAS-LA UNION Y VICEVERSA","R1966","SERVICIO  URBANO  DE ESPARZA","1","2021","","","1607","8319","158","2495700"
"KATTIA MARCELA SALAS GUEVARA","01-0785-0041","536","SANTA CRUZ-VEINTISIETE DE ABRIL-RIO SECO-MARBELLA-SAN JOANILLO-OSTIONAL-NOSARA Y VICEVERSA","R1483","SANTA CRUZ-27 DE ABRIL-RIO SECO-MARBELLA-SAN JUANILLO-OSTIONAL-NOSARA","1","2021","","","147","900","62","3375000"
"L Y M ASESORES AGRICOLAS, S.A.","3-101-154139","350","TURRIALBA-SAN JUAN SUR-SAN JUAN NORTE Y VICEVERSA","R1141","TURRIALBA-SAN JUAN SUR","1","2021","","","430","4126","217","1423470"
"L Y M ASESORES AGRICOLAS, S.A.","3-101-154139","350 A","TURRIALBA-SAN JUAN NORTE","R1142","TURRIALBA-SAN JUAN NORTE","1","2021","","","413","4018","217","1386210"
"LARED, LIMITADA","3-102-016101","1001","DESAMPARADOS – CALLE FALLAS – SAN RAFAEL ABAJO – SAN JUAN Y VICEVERSA","R2283","DESAMPARADOS – CALLE FALLAS – SAN RAFAEL ABAJO – SAN JUAN Y VICEVERSA","1","2021","","","620","3563","341","605710"
"LARED, LIMITADA","3-102-016101","16","SAN JOSÉ-BARRIO ESCALANTE-LA U Y VICEVERSA SAN JOSÉ-BARRIO MÉXICO Y VICEVERSA SAN JOSÉ-BARRIO LA CRUZ-SAN CAYETANO Y VICEVERSA Y SAN JOSÉ-BARRIO LA CRUZ-SEMINARIO-BARRIO EL CARMEN Y VICEVERSA.","R0008","SAN JOSE-Bº MEXICO","1","2021","","","15255","32330","1651","6950950"
"LARED, LIMITADA","3-102-016101","16","SAN JOSÉ-BARRIO ESCALANTE-LA U Y VICEVERSA SAN JOSÉ-BARRIO MÉXICO Y VICEVERSA SAN JOSÉ-BARRIO LA CRUZ-SAN CAYETANO Y VICEVERSA Y SAN JOSÉ-BARRIO LA CRUZ-SEMINARIO-BARRIO EL CARMEN Y VICEVERSA.","R0010","SAN JOSE-Bº LA CRUZ-SEMINARIO-C.C. DEL SUR","1","2021","","","7674","18689","865","5606700"
"LARED, LIMITADA","3-102-016101","16","SAN JOSÉ-BARRIO ESCALANTE-LA U Y VICEVERSA SAN JOSÉ-BARRIO MÉXICO Y VICEVERSA SAN JOSÉ-BARRIO LA CRUZ-SAN CAYETANO Y VICEVERSA Y SAN JOSÉ-BARRIO LA CRUZ-SEMINARIO-BARRIO EL CARMEN Y VICEVERSA.","R0011","SAN JOSE-Bº LA CRUZ-SAN CAYETANO-Bº EL CARMEN","1","2021","","","9020","22699","1165","6809700"
"LARED, LIMITADA","3-102-016101","16","SAN JOSÉ-BARRIO ESCALANTE-LA U Y VICEVERSA SAN JOSÉ-BARRIO MÉXICO Y VICEVERSA SAN JOSÉ-BARRIO LA CRUZ-SAN CAYETANO Y VICEVERSA Y SAN JOSÉ-BARRIO LA CRUZ-SEMINARIO-BARRIO EL CARMEN Y VICEVERSA.","R0015","SAN JOSE-Bº ESCALANTE-UNIVERSIDAD","1","2021","","","8721","32612","1475","13697040"
"LARED, LIMITADA","3-102-016101","80","SAN JOSE-SAN RAFAEL ABAJO (BUSETAS)","R0238","SAN JOSE-SAN RAFAEL ABAJO","1","2021","","","5381","46380","1756","15073500"
"LARED, LIMITADA","3-102-016101","80","SAN JOSE-SAN RAFAEL ABAJO (BUSETAS)","R0239","SAN JOSE-SAN RAFAEL ABAJO-Bº LAS FUENTES","1","2021","","","2056","19524","730","6345300"
"LARED, LIMITADA","3-102-016101","80","SAN JOSE-SAN RAFAEL ABAJO (BUSETAS)","R0240","SAN JOSE-SAN RAFAEL ABAJO-Bº VALENCIA","1","2021","","","5025","48687","1919","15823275"
"LARED, LIMITADA","3-102-016101","80","SAN JOSE-SAN RAFAEL ABAJO (BUSETAS)","R0241","SAN JOSE-SAN JUAN DE DIOS DE DESAMPARADOS","1","2021","","","6802","60631","2230","19705075"
"LARED, LIMITADA","3-102-016101","80","SAN JOSE-SAN RAFAEL ABAJO (BUSETAS)","R0242","SAN JOSE-SAN RAFAEL ARRIBA","1","2021","","","5243","50633","1945","16455725"
"LARED, LIMITADA","3-102-016101","80","SAN JOSE-SAN RAFAEL ABAJO (BUSETAS)","R0243","SAN JOSE-POAS DE ASERRI","1","2021","","","4250","36548","1397","12609060"
"LARED, LIMITADA","3-102-016101","80","SAN JOSE-SAN RAFAEL ABAJO (BUSETAS)","R0244","SAN JOSE-POAS-SAN JOSE DE LA MONTAÑA","1","2021","","","1460","12834","512","4427730"
"LARED, LIMITADA","3-102-016101","80","SAN JOSE-SAN RAFAEL ABAJO (BUSETAS)","R0245","SAN JOSE-POAS-LAMPARAS","1","2021","","","835","4282","107","1477290"
"LARED, LIMITADA","3-102-016101","80","SAN JOSE-SAN RAFAEL ABAJO (BUSETAS)","R0246","SAN JOSE-SAN RAFAEL ABAJO-LA FLORITA-SANTA CECILIA","1","2021","","","3160","30459","1165","8376225"
"LINEAS DEL ATLANTICO, LIMITADA (LINACO, LIMITADA)","3-102-008307","701-701SD","SAN JOSE-SIQUIRRES x CARRETERA BRAULIO CARRILLO (DIRECTO)","R1753","SAN JOSE-SIQUIRRES (REGULAR)","1","2021","","","232","6660","126","11954700"
"LINEAS DEL ATLANTICO, LIMITADA (LINACO, LIMITADA)","3-102-008307","701-701SD","SAN JOSE-SIQUIRRES x CARRETERA BRAULIO CARRILLO (DIRECTO)","R2056","SAN JOSE-SIQUIRRES (DIRECTO)","1","2021","","","518","13635","232","24474825"
"LUIS ANGEL CHAVES RETANA","09-0047-0543","413","RIO FRIO-LA RAMBLA-FINCA AGUA-LA VICTORIA-LA OTOYA-TICARES-FINCA UNIVERSIDAD DE COSTA RICA-LA CONQUISTA-LAS CHAVES-ISLA GRANDE-EL TIGRE-FLAMINIA-PUERTO VIEJO DE SARAPIQUI Y VICEVERSA","R1233","RIO FRIO-PUERTO VIEJO","1","2021","","","174","1245","62","354825"
"LUIS EMILIO ALPIZAR ROJAS","02-0316-0718","621","ESPARZA-ESPARSOL-SAN JUAN CHIQUITO-SAN JUAN GRANDE Y ESPARZA NANCES-SAN RAFAEL-EL BARON Y VICEVERSA","R1581","ESPARZA-ESPARSOL-SAN JUAN CHIQUITO-SAN JUAN GRANDE","1","2021","","","94","1500","125","735000"
"LUIS EMILIO ALPIZAR ROJAS","02-0316-0718","621","ESPARZA-ESPARSOL-SAN JUAN CHIQUITO-SAN JUAN GRANDE Y ESPARZA NANCES-SAN RAFAEL-EL BARON Y VICEVERSA","R1712","ESPARZA-NANCES-SAN RAFAEL-EL BARON Y VICEVERSA","1","2021","","","113","250","57","122500"
